StoreCode	Name	Address	City	State	CountryCode	PostalCode	MainPhone	HomePage	Hours	Categories	Description	Latitude	Longitude	c:ohSummer	c:ohHoliday	c:currencies	c:summerTime	c:summerTime2	c:ohSummer2	DescriptionEN
RE33	Nesoddtangen	Tangen Centrum	Nesoddtangen	AKERSHUS	NO	1450	95 83 70 00	https://www.dnb.no		Real estate		59.8697052	10.65736675							<br/> 
RE77	Alta	L&oslash;kkeveien 41	Alta	FINNMARK	NO	9509	94 86 20 00	https://www.dnb.no		Real estate		69.96669769	23.271318700000002							<br/> 
RE83	Arendal	Peder Thomassonsg. 12	Arendal	AUST-AGDER	NO	4809	94 85 90 00	https://www.dnb.no		Real estate		58.46093913	8.765317234000001							<br/> 
RE11	Asker	Bankveien 1, Postboks 170	Asker	AKERSHUS	NO	1371	97 64 30 00	https://www.dnb.no		Real estate		59.8346138	10.43420982							<br/> 
RE19	Askim	A.B. Aarstensgt. 2, Postboks 453	Askim	&Oslash;STFOLD	NO	1801	90 83 90 00	https://www.dnb.no		Real estate		59.58274296	11.16103717							<br/> 
RE97	Ask&oslash;y	Gamle Kleppest&oslash;v. 2	Kleppest&oslash;	HORDALAND	NO	5300	96 22 80 00	https://www.dnb.no		Real estate		60.41019439	5.227164268							<br/> 
RE61	Bekkestua	Gamle Ringeriksvei 32	Bekkestua	AKERSHUS	NO	1357	95 36 40 00	https://www.dnb.no		Real estate		59.91550064	10.58883762							<br/> 
RE22	Bergen - Nybygg	Bryggesporen 1	Bergen	HORDALAND	NO	5001	90 22 77 77	https://www.dnb.no		Real estate		60.39543151	5.326456069							<br/> 
RE24	Bod&oslash;	Moloveien 16	Bod&oslash;	NORDLAND	NO	8003	95 76 30 00	https://www.dnb.no		Real estate		67.28136607	14.37352589							<br/> 
RE7	Bod&oslash; - Glasshuset	Storgt. 3 B	Bod&oslash;	NORDLAND	NO	8006	97 49 20 00	https://www.dnb.no		Real estate		67.28391265	14.37779835							<br/> 
RE55	Brumunddal	Ringsakerveien 4	Brumunddal	HEDMARK	NO	2380	94 81 70 00	https://www.dnb.no		Real estate		60.88590785	10.93856171							<br/> 
RE12	Bryggesporen	Bryggesporen 1, Postboks 633	Bergen	HORDALAND	NO	5807	94 84 60 00	https://www.dnb.no		Real estate		60.39541244	5.326663494							<br/> 
RE34	Bryne	Hetlandsgata 9	Bryne	ROGALAND	NO	4340	94 17 40 00	https://www.dnb.no		Real estate		58.734317	5.650277							<br/> 
RE52	Drammen	Bragernes Torg 11, Postboks 60	Drammen	BUSKERUD	NO	3001	48 02 29 99	https://www.dnb.no		Real estate		59.7430458	10.21299457							<br/> 
RE51	Dr&oslash;bak	Holterveien 2a	Dr&oslash;bak	AKERSHUS	NO	1440	97 46 70 00	https://www.dnb.no		Real estate		59.663777	10.630486							<br/> 
RE18	Egersund	Nytorget 6	Egersund	ROGALAND	NO	4370	undefined	https://www.dnb.no		Real estate		58.45151901	6.002249988999999							<br/> 
RE67	Eiker	Stasjonsgt. 48, Postboks 318	Hokksund	BUSKERUD	NO	3301	94 83 10 00	https://www.dnb.no		Real estate		59.76954105	9.910063472							<br/> 
RE54	Elverum	Storgt. 17, Pb 291	Elverum	HEDMARK	NO	2403	94 82 30 00	https://www.dnb.no		Real estate		60.88207626	11.561469350000001							<br/> 
RE31	Forus	Travbaneveien 1	Stavanger	ROGALAND	NO	4033	97 53 70 00	https://www.dnb.no		Real estate		58.88929748	5.71529293							<br/> 
RE36	Fredrikstad	Nygaardsgt. 55, Postboks 26	Fredrikstad	&Oslash;STFOLD	NO	1601	90 85 30 00	https://www.dnb.no		Real estate		59.21369716	10.93743923							<br/> 
RE56	Fritid - Vestfold/Telemark/S&oslash;rlandet	Sanden 1, Postboks 53 Fritz&oslash;e brygge	Larvik	VESTFOLD	NO	3285	90 86 40 00	https://www.dnb.no		Real estate		59.05335998	10.02793761							<br/> 
RE59	Gj&oslash;vik	Fahlstr&oslash;msplass 1, P.boks 137	Gj&oslash;vik	OPPLAND	NO	2801	48 27 40 00	https://www.dnb.no		Real estate		60.79592514	10.69067832							<br/> 
RE15	Grefsen	Vitaminveien 6	Oslo	OSLO	NO	0485	94 14 99 99	https://www.dnb.no		Real estate		59.946075	10.774976							<br/> 
RE58	Grensen	Grensen 3	Oslo	OSLO	NO	0021	94 14 10 00	https://www.dnb.no		Real estate		59.91359329	10.74404457							<br/> 
RE90	Grimstad	Smith Petersensgate 6	Grimstad	AUST-AGDER	NO	4676	94 85 70 00	https://www.dnb.no		Real estate		58.34116363	8.594757762							<br/> 
RE53	Gr&uuml;nerl&oslash;kka	Schleppegrellsgate 14	Oslo	OSLO	NO	0556	46 81 20 00	https://www.dnb.no		Real estate		59.9272995	10.7607584							<br/> 
RE6	Gudbrandsdal - Otta	Ottatunet	Otta	OPPLAND	NO	2670	48 29 70 00	https://www.dnb.no		Real estate		61.77122334	9.540502276							<br/> 
RE27	Gudbrandsdal - Vinstra	S&oslash;dorptunet	Vinstra	OPPLAND	NO	2640	48 29 70 00	https://www.dnb.no		Real estate		61.58957672	9.765275955							<br/> 
RE94	Hadeland	Storgt 21	Gran	OPPLAND	NO	2750	48 29 40 00	https://www.dnb.no		Real estate		60.357713419999996	10.57202843							<br/> 
RE73	Hamar	Vangsvegen 70	Hamar	HEDMARK	NO	2317	94 82 60 00	https://www.dnb.no		Real estate		60.79379817	11.07232407							<br/> 
RE75	Harstad	Sj&oslash;gata 5	Harstad	TROMS	NO	9480	94 86 10 00	https://www.dnb.no		Real estate		68.80074146	16.54418727							<br/> 
RE62	Haugesund	Haraldsg. 125	Haugesund	ROGALAND	NO	5501	46 85 55 00	https://www.dnb.no		Real estate		59.41265651	5.270189555999999							<br/> 
RE8	Heimdal	J.O Stavs vei 2	Heimdal	S&Oslash;R-TR&Oslash;NDELAG	NO	7088	94 89 30 00	https://www.dnb.no		Real estate		63.35234614	10.35555294							<br/> 
RE49	Holmestrand	Dr. Graarudsplass 4, Postboks 28	Holmestrand	VESTFOLD	NO	3081	90 73 40 00	https://www.dnb.no		Real estate		59.48767089	10.318493160000001							<br/> 
RE48	Horten	Apotekergaten 20, , Postboks 72	Horten	VESTFOLD	NO	3187	90 73 60 00	https://www.dnb.no		Real estate		59.41650172	10.483179360000001							<br/> 
RE20	H&oslash;nefoss	Kvernberggt. 5, Postboks 114	H&oslash;nefoss	BUSKERUD	NO	3502	94 83 80 00	https://www.dnb.no		Real estate		60.16517639	10.25677612							<br/> 
RE78	Jessheim	Gotaasalleen 7, Postboks 4	Jessheim	AKERSHUS	NO	2051	97 48 60 00	https://www.dnb.no		Real estate		60.14042663	11.17426327							<br/> 
RE93	Knarvik	Kvernhusmyrane 7,	Isdalst&oslash;	HORDALAND	NO	5914	94 82 70 00	https://www.dnb.no		Real estate		60.54776382	5.287844657							<br/> 
RE66	Kolbotn	Kolbotnvn. 6	Kolbotn	AKERSHUS	NO	1411	95 42 70 00	https://www.dnb.no		Real estate		59.81096049	10.80345085							<br/> 
RE88	Kongsberg	Storgt. 18, Postboks 762	Kongsberg	BUSKERUD	NO	3606	94 83 70 00	https://www.dnb.no		Real estate		59.66941452	9.651117324							<br/> 
RE92	Kongsvinger	Storgata 40	Kongsvinger	HEDMARK	NO	2212	94824000	https://www.dnb.no		Real estate		60.192892	12.000525							<br/> 
RE26	Kristiansand	Markensg. 17, Postboks 165	Kristiansand	VEST-AGDER	NO	4662	94 85 60 00	https://www.dnb.no		Real estate		58.14498302	7.994146617999999							<br/> 
RE95	Lambertseter	Raschs vei 38, 1153 Oslo	Oslo	OSLO	NO	1153	46 83 70 00	https://www.dnb.no		Real estate		59.87966156	10.80401992							<br/> 
RE41	Larvik	Sanden 1, Postboks 53 Fritz&oslash;e brygge	Larvik	VESTFOLD	NO	3285	90 83 40 00	https://www.dnb.no		Real estate		59.05335998	10.02773761							<br/> 
RE101	Leangen	Sirkus Shopping Falkenborgveien 1-11	Trondheim	S&Oslash;R-TR&Oslash;NDELAG	NO	7044	41 58 99 99	https://www.dnb.no		Real estate		63.436196	10.455508							<br/> <br/> 
RE16	Lillehammer	Kirkegt. 72, Postboks 335	Lillehammer	OPPLAND	NO	2601	48 26 70 00	https://www.dnb.no		Real estate		61.11589813	10.46254444							<br/> 
RE9	Lillesand	Vestregate 7	Lillesand	AUST-AGDER	NO	4790	94 13 30 00	https://www.dnb.no		Real estate		58.24966049	8.3769207							<br/> 
RE39	Lillestr&oslash;m	Vektertorget, Kirkegt. 1	Lillestr&oslash;m	AKERSHUS	NO	2000	94 86 30 00	https://www.dnb.no		Real estate		59.9549882	11.04573467							<br/> 
RE40	L&oslash;renskog	Solheimveien 112	L&oslash;renskog	AKERSHUS	NO	1473	97 18 70 00	https://www.dnb.no		Real estate		59.928637	10.964618							<br/> 
RE25	Majorstuen	Bogstadveien 45, Pb 5057 Majorstuen	Oslo	OSLO	NO	0301	97 68 90 00	https://www.dnb.no		Real estate		59.92800521	10.71912833							<br/> 
RE76	Mandal	Bryggegaten 24	Mandal	VEST-AGDER	NO	4514	95 42 30 00	https://www.dnb.no		Real estate		58.02581024	7.451645851							<br/> 
RE65	Moelv	&Aring;smarkveien 2, Postboks 120	Moelv	HEDMARK	NO	2390	94 81 70 00	https://www.dnb.no		Real estate		60.92989131	10.70152596							<br/> 
RE23	Molde	Storgata 25	Molde	M&Oslash;RE OG ROMSDAL	NO	6413	09999	https://www.dnb.no		Real estate		62.73711395	7.157423224							<br/> 
RE60	Moss	Dronningensgt. 19, Postboks 265	Moss	&Oslash;STFOLD	NO	1502	90 86 30 00	https://www.dnb.no		Real estate		59.435792649999996	10.66217926							<br/> 
RE71	Nesttun	&Oslash;stre Nesttunveien 2	Bergen	HORDALAND	NO	5853	94 85 30 00	https://www.dnb.no		Real estate		60.31915283	5.353563308							<br/> 
RE28	Nittedal	Mattias Skyttersvei 1	Nittedal	AKERSHUS	NO	1482	97 49 60 00	https://www.dnb.no		Real estate		60.04760905	10.879799160000001							<br/> 
RE17	Nordstrand	Ekebergveien 233	Oslo	OSLO	NO	1162	97 43 20 00	https://www.dnb.no		Real estate		59.86140823	10.79967689							<br/> 
RE13	Oasen	Folke Bernadottes vei 52	Fyllingsdalen	HORDALAND	NO	5147	94 84 90 00	https://www.dnb.no		Real estate		60.34876087	5.29199573							<br/> 
RE89	Oppsal	&Oslash;stmarkveien 27, Postboks 49	Oslo	OSLO	NO	0687	46 84 50 00	https://www.dnb.no		Real estate		59.89226532	10.85323238							<br/> 
RE84	Oslo - Nybygg	Dronning Eufemias gate 30	Oslo	OSLO	NO	0021	95 15 99 99	https://www.dnb.no		Real estate		59.907399	10.760598							<br/> 
RE42	Porsgrunn	Storgt. 141 , Postboks 68	Porsgrunn	TELEMARK	NO	3901	47 61 50 00	https://www.dnb.no		Real estate		59.14035034	9.654370579							<br/> 
RE32	Rakkestad	Johs.C. Liensgt. 5	Rakkestad	&Oslash;STFOLD	NO	1890	90 81 70 00	https://www.dnb.no		Real estate		59.42864608	11.34077194							<br/> 
RE5	Rykkinn	Muninsvei 1, Pb 9	Rykkinn	AKERSHUS	NO	1348	95 36 90 00	https://www.dnb.no		Real estate		59.92417907	10.48613425							<br/> 
RE21	R&Aring;holt	Gladbakkvegen 2 C	R&Aring;holt	AKERSHUS	NO	2070	90 26 30 00	https://www.dnb.no		Real estate		60.28121566	11.17270755							<br/> 
RE47	R&oslash;a	V&aelig;ker&oslash;veien 197	Oslo	OSLO	NO	0751	94 84 99 99	https://www.dnb.no		Real estate		59.94684055	10.643415169999999							<br/> 
RE44	Sandefjord	R&Aring;dhusgt. 15, Postboks 219	Sandefjord	VESTFOLD	NO	3201	90 76 40 00	https://www.dnb.no		Real estate		59.1313689	10.22307464							<br/> 
